click_id,campaign_id,click_date,user_age_group,user_geography,device_type,landing_page
CLK-003086,CAMP-009,2025-09-12,45-54,US-East,Tablet,/case-studies
CLK-002113,CAMP-007,2025-07-16,18-24,US-West,Desktop,/demo
CLK-001154,CAMP-007,2025-09-06,18-24,Other,Tablet,/case-studies
CLK-003358,CAMP-013,2025-08-18,35-44,UK,Mobile,/product
CLK-003389,CAMP-013,2025-09-19,35-44,US-Central,Tablet,/blog
CLK-004424,CAMP-029,2025-09-24,25-34,Canada,Desktop,/pricing
CLK-000030,CAMP-007,2025-07-10,55+,UK,Mobile,/case-studies
CLK-003708,CAMP-018,2025-07-22,25-34,Other,Mobile,/blog
CLK-004155,CAMP-024,2025-07-27,45-54,Canada,Desktop,/about
CLK-002724,CAMP-005,2025-08-03,35-44,US-Central,Desktop,/free-trial
CLK-002514,CAMP-003,2025-09-20,35-44,Canada,Mobile,/webinar
CLK-002592,CAMP-003,2025-08-08,35-44,US-East,Mobile,/pricing
CLK-004465,CAMP-030,2025-08-08,55+,US-West,Mobile,/contact
CLK-001431,CAMP-007,2025-08-05,55+,Other,Mobile,/features
CLK-001483,CAMP-007,2025-08-14,55+,APAC,Mobile,/features
CLK-001144,CAMP-007,2025-09-13,55+,APAC,Mobile,/free-trial
CLK-000426,CAMP-007,2025-07-07,18-24,APAC,Tablet,/contact
CLK-003106,CAMP-009,2025-09-17,35-44,US-West,Mobile,/contact
CLK-002415,CAMP-002,2025-08-03,35-44,UK,Mobile,/pricing
CLK-001806,CAMP-007,2025-07-08,45-54,APAC,Mobile,/features
CLK-000507,CAMP-007,2025-07-07,55+,Canada,Desktop,/product
CLK-002499,CAMP-002,2025-08-29,55+,Canada,Mobile,/case-studies
CLK-002704,CAMP-005,2025-08-03,18-24,US-East,Mobile,/demo
CLK-000171,CAMP-007,2025-09-27,18-24,UK,Mobile,/features
CLK-000990,CAMP-007,2025-09-14,55+,APAC,Desktop,/contact
CLK-000111,CAMP-007,2025-08-23,18-24,UK,Mobile,/product
CLK-001621,CAMP-007,2025-08-07,55+,US-East,Mobile,/blog
CLK-004144,CAMP-024,2025-09-06,35-44,US-West,Desktop,/case-studies
CLK-001561,CAMP-007,2025-08-20,18-24,APAC,Mobile,/blog
CLK-000526,CAMP-007,2025-09-08,55+,Other,Desktop,/blog
CLK-003210,CAMP-011,2025-09-04,25-34,US-East,Mobile,/about
CLK-001371,CAMP-007,2025-07-12,55+,US-West,Mobile,/demo
CLK-004417,CAMP-029,2025-09-20,55+,UK,Mobile,/demo
CLK-002787,CAMP-006,2025-08-03,25-34,US-East,Desktop,/case-studies
CLK-000033,CAMP-007,2025-08-25,18-24,APAC,Desktop,/webinar
CLK-004910,CAMP-038,2025-07-10,45-54,US-East,Desktop,/features
CLK-001458,CAMP-007,2025-09-29,35-44,Other,Mobile,/product
CLK-001108,CAMP-007,2025-08-01,18-24,Other,Desktop,/product
CLK-001157,CAMP-007,2025-09-05,25-34,UK,Tablet,/case-studies
CLK-001115,CAMP-007,2025-07-21,45-54,UK,Desktop,/about
CLK-000958,CAMP-007,2025-08-04,55+,APAC,Tablet,/demo
CLK-001049,CAMP-007,2025-07-13,45-54,UK,Desktop,/blog
CLK-000303,CAMP-007,2025-09-20,18-24,UK,Mobile,/demo
CLK-002468,CAMP-002,2025-08-05,55+,US-East,Mobile,/webinar
CLK-004758,CAMP-035,2025-08-17,35-44,Canada,Mobile,/demo
CLK-000837,CAMP-007,2025-08-29,45-54,UK,Desktop,/case-studies
CLK-001744,CAMP-007,2025-07-07,25-34,Other,Mobile,/contact
CLK-000863,CAMP-007,2025-08-22,55+,APAC,Mobile,/pricing
CLK-004278,CAMP-028,2025-08-16,35-44,US-East,Mobile,/about
CLK-001285,CAMP-007,2025-09-13,18-24,APAC,Tablet,/demo
CLK-000893,CAMP-007,2025-08-03,18-24,APAC,Mobile,/pricing
CLK-002862,CAMP-006,2025-08-30,35-44,Canada,Mobile,/features
CLK-003185,CAMP-011,2025-08-12,35-44,APAC,Tablet,/case-studies
CLK-001898,CAMP-007,2025-09-20,18-24,UK,Mobile,/case-studies
CLK-001503,CAMP-007,2025-07-22,35-44,Other,Tablet,/about
CLK-004243,CAMP-026,2025-09-06,35-44,US-West,Mobile,/demo
CLK-003015,CAMP-008,2025-09-21,25-34,US-East,Mobile,/free-trial
CLK-000774,CAMP-007,2025-08-08,18-24,APAC,Mobile,/product
CLK-000015,CAMP-007,2025-08-14,18-24,UK,Desktop,/free-trial
CLK-004158,CAMP-024,2025-09-10,55+,US-East,Mobile,/product
CLK-003626,CAMP-017,2025-09-05,55+,US-East,Desktop,/pricing
CLK-001587,CAMP-007,2025-09-22,55+,UK,Tablet,/demo
CLK-003144,CAMP-010,2025-09-24,45-54,US-West,Desktop,/contact
CLK-000686,CAMP-007,2025-09-27,18-24,UK,Mobile,/demo
CLK-004027,CAMP-023,2025-09-26,35-44,Canada,Mobile,/product
CLK-000397,CAMP-007,2025-08-12,18-24,APAC,Mobile,/pricing
CLK-001527,CAMP-007,2025-08-12,45-54,APAC,Tablet,/features
CLK-004548,CAMP-031,2025-09-14,25-34,US-East,Mobile,/case-studies
CLK-003809,CAMP-020,2025-08-03,35-44,US-East,Desktop,/blog
CLK-004248,CAMP-027,2025-08-18,45-54,US-Central,Mobile,/about
CLK-002298,CAMP-001,2025-09-08,25-34,US-West,Mobile,/contact
CLK-001653,CAMP-007,2025-09-22,45-54,Canada,Mobile,/demo
CLK-004675,CAMP-034,2025-08-11,25-34,US-East,Mobile,/demo
CLK-003518,CAMP-015,2025-08-24,35-44,US-Central,Mobile,/case-studies
CLK-001148,CAMP-007,2025-09-03,55+,Canada,Mobile,/demo
CLK-000014,CAMP-007,2025-09-27,18-24,APAC,Desktop,/features
CLK-000122,CAMP-007,2025-09-18,18-24,Other,Mobile,/features
CLK-002742,CAMP-005,2025-08-16,35-44,US-East,Tablet,/features
CLK-002854,CAMP-006,2025-08-13,35-44,US-East,Mobile,/blog
CLK-004123,CAMP-024,2025-09-29,25-34,US-West,Tablet,/pricing
CLK-002243,CAMP-001,2025-07-17,25-34,UK,Tablet,/webinar
CLK-000342,CAMP-007,2025-08-26,18-24,UK,Mobile,/case-studies
CLK-003890,CAMP-021,2025-09-27,25-34,US-Central,Mobile,/about
CLK-004663,CAMP-034,2025-07-20,25-34,US-Central,Mobile,/contact
CLK-001617,CAMP-007,2025-07-17,35-44,US-West,Desktop,/features
CLK-003541,CAMP-015,2025-08-17,35-44,US-Central,Mobile,/demo
CLK-004995,CAMP-040,2025-07-22,35-44,US-West,Mobile,/demo
CLK-001128,CAMP-007,2025-07-17,18-24,APAC,Desktop,/case-studies
CLK-004357,CAMP-029,2025-08-01,55+,US-East,Desktop,/contact
CLK-003440,CAMP-014,2025-09-19,25-34,US-Central,Mobile,/features
CLK-000698,CAMP-007,2025-07-20,55+,UK,Tablet,/demo
CLK-004814,CAMP-036,2025-08-15,35-44,US-East,Mobile,/case-studies
CLK-003336,CAMP-013,2025-09-13,35-44,Canada,Desktop,/webinar
CLK-004875,CAMP-037,2025-08-25,35-44,US-East,Mobile,/features
CLK-004512,CAMP-031,2025-07-01,35-44,US-East,Tablet,/features
CLK-002156,CAMP-007,2025-08-14,55+,APAC,Mobile,/about
CLK-003557,CAMP-016,2025-09-30,25-34,US-Central,Tablet,/contact
CLK-002670,CAMP-005,2025-09-05,35-44,US-East,Mobile,/demo
CLK-000001,CAMP-007,2025-07-10,18-24,UK,Mobile,/product
CLK-000393,CAMP-007,2025-08-16,18-24,US-East,Mobile,/contact
CLK-003810,CAMP-020,2025-07-04,25-34,Canada,Desktop,/about
CLK-004474,CAMP-030,2025-09-16,35-44,US-East,Desktop,/free-trial
CLK-002049,CAMP-007,2025-08-21,55+,Canada,Desktop,/webinar
CLK-004255,CAMP-027,2025-07-01,35-44,US-West,Tablet,/free-trial
CLK-002771,CAMP-005,2025-07-18,45-54,US-Central,Mobile,/features
CLK-000604,CAMP-007,2025-07-01,18-24,Other,Desktop,/contact
CLK-000663,CAMP-007,2025-07-03,18-24,Canada,Desktop,/free-trial
CLK-002353,CAMP-001,2025-07-02,45-54,US-West,Tablet,/contact
CLK-004879,CAMP-037,2025-08-15,25-34,US-West,Mobile,/free-trial
CLK-003851,CAMP-020,2025-08-04,55+,US-West,Desktop,/pricing
CLK-001087,CAMP-007,2025-09-03,55+,APAC,Desktop,/blog
CLK-001163,CAMP-007,2025-08-07,35-44,APAC,Mobile,/about
CLK-003646,CAMP-018,2025-08-30,25-34,US-East,Desktop,/webinar
CLK-004973,CAMP-040,2025-08-14,25-34,US-West,Desktop,/webinar
CLK-001316,CAMP-007,2025-08-22,18-24,Other,Desktop,/webinar
CLK-001562,CAMP-007,2025-07-27,18-24,UK,Mobile,/product
CLK-004127,CAMP-024,2025-08-31,25-34,US-Central,Mobile,/product
CLK-002325,CAMP-001,2025-08-24,18-24,US-East,Mobile,/features
CLK-003340,CAMP-013,2025-09-16,35-44,US-Central,Desktop,/about
CLK-001975,CAMP-007,2025-07-28,18-24,APAC,Tablet,/case-studies
CLK-000419,CAMP-007,2025-08-31,45-54,US-East,Mobile,/features
CLK-004998,CAMP-040,2025-08-21,55+,US-West,Desktop,/demo
CLK-002907,CAMP-006,2025-09-14,55+,US-West,Mobile,/about
CLK-000692,CAMP-007,2025-08-01,55+,US-West,Tablet,/features
CLK-000305,CAMP-007,2025-07-30,18-24,Other,Tablet,/demo
CLK-004635,CAMP-033,2025-09-17,25-34,US-Central,Mobile,/free-trial
CLK-000218,CAMP-007,2025-08-29,55+,UK,Mobile,/blog
CLK-002887,CAMP-006,2025-09-21,35-44,US-East,Desktop,/contact
CLK-001857,CAMP-007,2025-07-01,25-34,APAC,Mobile,/pricing
CLK-004901,CAMP-037,2025-08-25,45-54,US-East,Tablet,/demo
CLK-003286,CAMP-012,2025-08-05,25-34,US-West,Mobile,/webinar
CLK-004042,CAMP-023,2025-08-27,35-44,US-East,Tablet,/product
CLK-002192,CAMP-007,2025-09-09,55+,US-East,Mobile,/product
CLK-004709,CAMP-035,2025-07-19,25-34,US-East,Desktop,/case-studies
CLK-000989,CAMP-007,2025-09-29,25-34,US-West,Mobile,/pricing
CLK-001126,CAMP-007,2025-08-26,55+,Other,Tablet,/case-studies
CLK-000192,CAMP-007,2025-08-27,55+,APAC,Mobile,/contact
CLK-002137,CAMP-007,2025-08-30,55+,APAC,Tablet,/product
CLK-002127,CAMP-007,2025-07-06,55+,Other,Mobile,/webinar
CLK-002743,CAMP-005,2025-09-10,35-44,US-East,Desktop,/contact
CLK-000493,CAMP-007,2025-07-28,25-34,Other,Desktop,/blog
CLK-001515,CAMP-007,2025-07-07,35-44,APAC,Tablet,/about
CLK-003461,CAMP-014,2025-08-23,55+,US-East,Mobile,/free-trial
CLK-003153,CAMP-011,2025-08-04,25-34,US-East,Mobile,/case-studies
CLK-002799,CAMP-006,2025-08-29,35-44,US-West,Mobile,/pricing
CLK-002504,CAMP-003,2025-08-13,25-34,US-West,Mobile,/features
CLK-004909,CAMP-038,2025-07-11,55+,US-East,Mobile,/free-trial
CLK-004643,CAMP-033,2025-09-21,35-44,US-East,Tablet,/about
CLK-000556,CAMP-007,2025-08-22,35-44,Other,Tablet,/blog
CLK-001404,CAMP-007,2025-08-29,18-24,Other,Tablet,/pricing
CLK-000976,CAMP-007,2025-07-31,35-44,APAC,Desktop,/contact
CLK-000131,CAMP-007,2025-09-29,55+,APAC,Mobile,/blog
CLK-002647,CAMP-005,2025-08-14,25-34,US-Central,Tablet,/about
CLK-004434,CAMP-030,2025-09-09,25-34,US-East,Desktop,/blog
CLK-001100,CAMP-007,2025-08-16,55+,APAC,Mobile,/pricing
CLK-000627,CAMP-007,2025-08-13,25-34,Other,Tablet,/free-trial
CLK-004757,CAMP-035,2025-09-19,35-44,Canada,Mobile,/demo
CLK-003110,CAMP-009,2025-09-05,35-44,US-Central,Desktop,/webinar
CLK-001881,CAMP-007,2025-09-11,55+,APAC,Mobile,/about
CLK-003036,CAMP-008,2025-08-17,35-44,UK,Mobile,/about
CLK-000328,CAMP-007,2025-09-09,55+,APAC,Mobile,/webinar
CLK-000215,CAMP-007,2025-07-16,18-24,US-West,Desktop,/about
CLK-002305,CAMP-001,2025-07-02,35-44,US-Central,Mobile,/contact
CLK-003295,CAMP-013,2025-09-23,35-44,Canada,Desktop,/contact
CLK-000040,CAMP-007,2025-07-23,18-24,APAC,Tablet,/product
CLK-004280,CAMP-028,2025-08-08,35-44,US-West,Mobile,/contact
CLK-000368,CAMP-007,2025-08-20,18-24,UK,Mobile,/features
CLK-004423,CAMP-029,2025-08-29,25-34,US-West,Mobile,/blog
CLK-001968,CAMP-007,2025-07-02,35-44,APAC,Mobile,/demo
CLK-000535,CAMP-007,2025-08-26,55+,APAC,Mobile,/free-trial
CLK-004138,CAMP-024,2025-07-31,18-24,APAC,Mobile,/case-studies
CLK-003564,CAMP-016,2025-09-04,18-24,US-West,Mobile,/case-studies
CLK-003140,CAMP-010,2025-08-31,25-34,Canada,Mobile,/webinar
CLK-004178,CAMP-025,2025-07-31,45-54,US-East,Mobile,/product
CLK-001204,CAMP-007,2025-09-23,55+,UK,Desktop,/contact
CLK-000599,CAMP-007,2025-08-21,55+,US-West,Mobile,/product
CLK-003271,CAMP-012,2025-08-25,35-44,US-Central,Mobile,/product
CLK-004305,CAMP-028,2025-08-30,35-44,UK,Tablet,/demo
CLK-000432,CAMP-007,2025-09-29,18-24,Canada,Desktop,/product
CLK-002482,CAMP-002,2025-08-02,25-34,US-East,Desktop,/case-studies
CLK-004321,CAMP-028,2025-08-24,35-44,US-Central,Desktop,/free-trial
CLK-001382,CAMP-007,2025-08-15,55+,US-East,Desktop,/contact
CLK-004286,CAMP-028,2025-08-10,45-54,US-West,Mobile,/case-studies
CLK-003424,CAMP-013,2025-08-27,35-44,US-West,Mobile,/webinar
CLK-004531,CAMP-031,2025-08-02,35-44,US-Central,Tablet,/contact
CLK-003741,CAMP-019,2025-09-20,35-44,US-East,Tablet,/features
CLK-003820,CAMP-020,2025-08-29,35-44,US-East,Tablet,/free-trial
CLK-002460,CAMP-002,2025-08-05,25-34,US-East,Mobile,/pricing
CLK-002351,CAMP-001,2025-09-23,55+,US-West,Mobile,/webinar
CLK-002575,CAMP-003,2025-07-07,25-34,US-West,Desktop,/case-studies
CLK-000587,CAMP-007,2025-08-15,18-24,APAC,Desktop,/blog
CLK-003311,CAMP-013,2025-07-29,25-34,US-West,Mobile,/contact
CLK-000198,CAMP-007,2025-08-13,45-54,US-West,Desktop,/demo
CLK-003702,CAMP-018,2025-08-15,35-44,US-West,Mobile,/demo
CLK-000327,CAMP-007,2025-07-08,18-24,UK,Mobile,/features
CLK-003090,CAMP-009,2025-09-19,35-44,UK,Tablet,/product
CLK-001741,CAMP-007,2025-07-23,45-54,Other,Desktop,/about
CLK-002109,CAMP-007,2025-09-09,55+,UK,Desktop,/contact
CLK-000311,CAMP-007,2025-08-27,18-24,APAC,Desktop,/blog
CLK-003965,CAMP-023,2025-09-14,35-44,US-East,Desktop,/pricing
CLK-002028,CAMP-007,2025-08-14,55+,Other,Tablet,/product
CLK-003852,CAMP-020,2025-08-27,25-34,US-West,Mobile,/product
CLK-002858,CAMP-006,2025-07-04,18-24,US-West,Tablet,/features
CLK-004851,CAMP-036,2025-08-22,18-24,Canada,Mobile,/contact
CLK-003484,CAMP-014,2025-09-25,55+,US-East,Mobile,/free-trial
CLK-000585,CAMP-007,2025-07-23,55+,APAC,Desktop,/product
CLK-000162,CAMP-007,2025-09-27,55+,US-Central,Mobile,/demo
CLK-001347,CAMP-007,2025-08-29,18-24,Canada,Mobile,/free-trial
CLK-002220,CAMP-001,2025-07-04,18-24,US-East,Mobile,/contact
CLK-002379,CAMP-002,2025-08-22,25-34,APAC,Mobile,/about
CLK-002357,CAMP-001,2025-09-14,25-34,US-West,Tablet,/free-trial
CLK-004525,CAMP-031,2025-08-21,35-44,US-Central,Mobile,/pricing
CLK-004955,CAMP-039,2025-09-02,45-54,UK,Tablet,/blog
CLK-000649,CAMP-007,2025-09-28,18-24,UK,Mobile,/product
CLK-003111,CAMP-009,2025-09-23,35-44,US-East,Desktop,/pricing
CLK-002009,CAMP-007,2025-09-04,55+,APAC,Tablet,/pricing
CLK-004781,CAMP-035,2025-07-04,18-24,US-West,Mobile,/product
CLK-001169,CAMP-007,2025-08-06,55+,UK,Desktop,/contact
CLK-000208,CAMP-007,2025-09-03,18-24,Other,Desktop,/product
CLK-003267,CAMP-012,2025-08-02,35-44,US-East,Desktop,/free-trial
CLK-002283,CAMP-001,2025-08-19,45-54,US-West,Mobile,/case-studies
CLK-002350,CAMP-001,2025-07-24,25-34,US-East,Desktop,/blog
CLK-004179,CAMP-025,2025-07-12,25-34,Other,Mobile,/webinar
CLK-004399,CAMP-029,2025-09-13,35-44,US-East,Desktop,/about
CLK-002599,CAMP-003,2025-09-24,35-44,US-West,Mobile,/demo
CLK-002097,CAMP-007,2025-08-13,55+,Canada,Desktop,/about
CLK-002594,CAMP-003,2025-08-18,25-34,US-Central,Mobile,/contact
CLK-004634,CAMP-033,2025-09-07,35-44,Other,Mobile,/webinar
CLK-001433,CAMP-007,2025-08-22,25-34,US-East,Tablet,/features
CLK-002973,CAMP-008,2025-08-18,35-44,US-Central,Desktop,/webinar
CLK-000718,CAMP-007,2025-08-08,55+,APAC,Desktop,/features
CLK-001099,CAMP-007,2025-09-17,55+,APAC,Desktop,/case-studies
CLK-001786,CAMP-007,2025-09-27,18-24,Other,Mobile,/product
CLK-003882,CAMP-021,2025-09-05,35-44,US-West,Mobile,/free-trial
CLK-000891,CAMP-007,2025-07-24,55+,Other,Desktop,/product
CLK-000940,CAMP-007,2025-09-17,55+,Other,Tablet,/blog
CLK-001948,CAMP-007,2025-09-20,18-24,APAC,Desktop,/free-trial
CLK-000965,CAMP-007,2025-08-20,55+,APAC,Desktop,/about
CLK-003329,CAMP-013,2025-07-01,25-34,US-East,Desktop,/demo
CLK-003697,CAMP-018,2025-09-23,55+,US-East,Mobile,/webinar
CLK-001463,CAMP-007,2025-09-14,25-34,Canada,Desktop,/webinar
CLK-003315,CAMP-013,2025-09-10,35-44,US-East,Mobile,/webinar
CLK-002372,CAMP-001,2025-09-15,35-44,US-Central,Mobile,/pricing
CLK-001794,CAMP-007,2025-08-16,18-24,Other,Mobile,/contact
CLK-004524,CAMP-031,2025-08-17,45-54,US-East,Mobile,/features
CLK-002445,CAMP-002,2025-08-26,45-54,US-West,Desktop,/free-trial
CLK-004802,CAMP-035,2025-08-10,45-54,Canada,Mobile,/contact
CLK-003747,CAMP-019,2025-09-01,35-44,US-West,Desktop,/case-studies
CLK-001555,CAMP-007,2025-08-08,45-54,US-East,Tablet,/contact
CLK-000408,CAMP-007,2025-08-09,18-24,APAC,Mobile,/blog
CLK-000270,CAMP-007,2025-07-15,55+,Other,Mobile,/contact
CLK-000590,CAMP-007,2025-09-05,55+,APAC,Mobile,/webinar
CLK-002665,CAMP-005,2025-07-17,45-54,US-Central,Mobile,/product
CLK-001457,CAMP-007,2025-08-11,18-24,Other,Desktop,/about
CLK-001850,CAMP-007,2025-08-29,18-24,APAC,Desktop,/webinar
CLK-003974,CAMP-023,2025-08-04,25-34,US-Central,Tablet,/webinar
CLK-002360,CAMP-001,2025-09-18,35-44,US-East,Mobile,/webinar
CLK-004626,CAMP-032,2025-08-26,18-24,US-West,Mobile,/demo
CLK-002635,CAMP-005,2025-07-30,35-44,US-East,Tablet,/webinar
CLK-002708,CAMP-005,2025-09-29,45-54,US-East,Tablet,/features
CLK-000928,CAMP-007,2025-07-21,55+,Other,Tablet,/case-studies
CLK-003519,CAMP-015,2025-08-18,25-34,Canada,Desktop,/free-trial
CLK-003994,CAMP-023,2025-09-06,45-54,US-East,Mobile,/case-studies
CLK-001354,CAMP-007,2025-09-13,18-24,US-Central,Tablet,/about
CLK-001056,CAMP-007,2025-09-08,35-44,Other,Mobile,/pricing
CLK-000817,CAMP-007,2025-07-16,18-24,Canada,Desktop,/contact
CLK-001566,CAMP-007,2025-08-08,18-24,APAC,Mobile,/blog
CLK-002311,CAMP-001,2025-07-03,35-44,US-East,Tablet,/free-trial
CLK-000790,CAMP-007,2025-07-15,55+,Other,Desktop,/product
CLK-004239,CAMP-026,2025-09-12,35-44,UK,Mobile,/blog
CLK-002229,CAMP-001,2025-09-10,35-44,US-East,Tablet,/blog
CLK-002316,CAMP-001,2025-08-10,35-44,US-West,Mobile,/pricing
CLK-000564,CAMP-007,2025-09-20,18-24,UK,Desktop,/contact
CLK-002423,CAMP-002,2025-08-31,35-44,US-East,Tablet,/pricing
CLK-000816,CAMP-007,2025-07-23,18-24,US-East,Mobile,/contact
CLK-000389,CAMP-007,2025-09-18,18-24,Other,Mobile,/free-trial
CLK-001775,CAMP-007,2025-09-14,55+,UK,Mobile,/free-trial
CLK-003536,CAMP-015,2025-08-20,25-34,US-East,Mobile,/case-studies
CLK-001508,CAMP-007,2025-09-10,18-24,Other,Tablet,/features
CLK-003148,CAMP-011,2025-07-10,55+,US-West,Desktop,/demo
CLK-004486,CAMP-031,2025-09-07,25-34,US-West,Mobile,/case-studies
CLK-001001,CAMP-007,2025-07-11,55+,APAC,Tablet,/webinar
CLK-002403,CAMP-002,2025-08-12,45-54,US-West,Tablet,/pricing
CLK-000714,CAMP-007,2025-09-18,55+,UK,Tablet,/free-trial
CLK-004442,CAMP-030,2025-08-04,45-54,US-Central,Desktop,/blog
CLK-001451,CAMP-007,2025-08-03,18-24,Other,Tablet,/demo
CLK-001133,CAMP-007,2025-07-08,35-44,Other,Desktop,/blog
CLK-003842,CAMP-020,2025-07-11,35-44,US-Central,Tablet,/contact
CLK-002796,CAMP-006,2025-08-21,35-44,US-West,Mobile,/product
CLK-004270,CAMP-028,2025-08-13,25-34,US-East,Mobile,/pricing
CLK-000640,CAMP-007,2025-08-24,18-24,APAC,Mobile,/pricing
CLK-000070,CAMP-007,2025-09-01,45-54,Other,Mobile,/case-studies
CLK-001882,CAMP-007,2025-09-11,55+,Other,Tablet,/about
CLK-002061,CAMP-007,2025-07-28,45-54,UK,Tablet,/contact
CLK-002054,CAMP-007,2025-09-03,55+,US-West,Mobile,/blog
CLK-004805,CAMP-035,2025-07-01,25-34,US-East,Mobile,/demo
CLK-002784,CAMP-006,2025-07-27,25-34,US-East,Mobile,/contact
CLK-002401,CAMP-002,2025-08-11,25-34,US-East,Desktop,/blog
CLK-003610,CAMP-017,2025-09-23,25-34,Canada,Mobile,/case-studies
CLK-003453,CAMP-014,2025-09-30,25-34,US-West,Mobile,/product
CLK-001068,CAMP-007,2025-09-14,55+,APAC,Mobile,/contact
CLK-001301,CAMP-007,2025-09-19,18-24,US-West,Mobile,/product
CLK-004174,CAMP-025,2025-07-18,25-34,US-West,Desktop,/demo
CLK-004125,CAMP-024,2025-09-23,25-34,US-West,Desktop,/case-studies
CLK-004834,CAMP-036,2025-07-09,35-44,Canada,Mobile,/blog
CLK-001122,CAMP-007,2025-08-30,55+,UK,Mobile,/about
CLK-002248,CAMP-001,2025-07-25,35-44,APAC,Desktop,/webinar
CLK-001229,CAMP-007,2025-09-04,18-24,UK,Desktop,/features
CLK-004059,CAMP-024,2025-09-04,45-54,US-West,Mobile,/free-trial
CLK-001486,CAMP-007,2025-07-11,18-24,UK,Mobile,/product
CLK-003905,CAMP-021,2025-09-03,35-44,Canada,Mobile,/blog
CLK-003709,CAMP-018,2025-07-25,35-44,US-East,Mobile,/demo
CLK-001976,CAMP-007,2025-09-28,18-24,APAC,Desktop,/contact
CLK-003506,CAMP-014,2025-08-18,25-34,APAC,Tablet,/webinar
CLK-001643,CAMP-007,2025-09-12,55+,UK,Mobile,/pricing
CLK-000783,CAMP-007,2025-07-27,18-24,US-East,Desktop,/about
CLK-001467,CAMP-007,2025-08-21,18-24,UK,Mobile,/product
CLK-000082,CAMP-007,2025-07-04,35-44,APAC,Mobile,/contact
CLK-000694,CAMP-007,2025-07-25,18-24,APAC,Desktop,/webinar
CLK-002598,CAMP-003,2025-09-10,45-54,US-Central,Desktop,/pricing
CLK-004344,CAMP-029,2025-09-26,25-34,UK,Mobile,/free-trial
CLK-001764,CAMP-007,2025-08-21,35-44,Other,Mobile,/product
CLK-001766,CAMP-007,2025-07-10,45-54,APAC,Mobile,/features
CLK-002915,CAMP-006,2025-09-02,35-44,US-West,Mobile,/case-studies
CLK-002587,CAMP-003,2025-09-06,25-34,US-East,Desktop,/case-studies
CLK-002728,CAMP-005,2025-07-25,45-54,US-West,Mobile,/demo
CLK-004838,CAMP-036,2025-09-13,35-44,US-West,Tablet,/product
CLK-002824,CAMP-006,2025-08-28,35-44,US-Central,Mobile,/demo
CLK-002849,CAMP-006,2025-07-21,25-34,US-West,Tablet,/demo
CLK-002717,CAMP-005,2025-09-09,45-54,US-East,Mobile,/demo
CLK-001567,CAMP-007,2025-07-20,18-24,Other,Mobile,/demo
CLK-003220,CAMP-011,2025-07-03,25-34,UK,Desktop,/pricing
CLK-004884,CAMP-037,2025-08-10,45-54,US-Central,Tablet,/features
CLK-004400,CAMP-029,2025-09-27,45-54,US-West,Mobile,/features
CLK-004289,CAMP-028,2025-08-24,55+,US-West,Desktop,/contact
CLK-000444,CAMP-007,2025-08-20,45-54,APAC,Mobile,/webinar
CLK-004235,CAMP-026,2025-09-14,35-44,US-East,Desktop,/webinar
CLK-003927,CAMP-021,2025-09-19,25-34,US-East,Tablet,/pricing
CLK-002341,CAMP-001,2025-09-21,25-34,Canada,Mobile,/demo
CLK-004340,CAMP-029,2025-09-22,35-44,US-West,Desktop,/webinar
CLK-003416,CAMP-013,2025-08-18,55+,US-East,Desktop,/pricing
CLK-002495,CAMP-002,2025-08-18,25-34,US-East,Desktop,/case-studies
CLK-000326,CAMP-007,2025-09-13,18-24,APAC,Mobile,/features
CLK-000484,CAMP-007,2025-09-07,18-24,US-Central,Mobile,/about
CLK-004983,CAMP-040,2025-07-18,55+,US-West,Mobile,/contact
CLK-003707,CAMP-018,2025-08-24,35-44,UK,Desktop,/case-studies
CLK-004785,CAMP-035,2025-08-27,45-54,US-West,Mobile,/free-trial
CLK-002562,CAMP-003,2025-09-23,25-34,US-West,Mobile,/free-trial
CLK-001040,CAMP-007,2025-08-10,18-24,UK,Desktop,/case-studies
CLK-001879,CAMP-007,2025-08-30,55+,APAC,Desktop,/case-studies
CLK-003571,CAMP-017,2025-09-16,35-44,US-West,Desktop,/free-trial
CLK-003013,CAMP-008,2025-09-16,45-54,APAC,Desktop,/free-trial
CLK-004403,CAMP-029,2025-07-21,35-44,US-West,Mobile,/features
CLK-004629,CAMP-032,2025-08-14,25-34,US-West,Mobile,/blog
CLK-002946,CAMP-008,2025-08-11,35-44,US-Central,Mobile,/blog
CLK-004644,CAMP-033,2025-09-13,35-44,Other,Mobile,/pricing
CLK-002916,CAMP-006,2025-07-05,25-34,Other,Mobile,/features
CLK-004049,CAMP-024,2025-08-31,25-34,US-East,Tablet,/webinar
CLK-004843,CAMP-036,2025-09-27,45-54,Other,Tablet,/free-trial
CLK-001792,CAMP-007,2025-09-30,55+,Canada,Mobile,/blog
CLK-001330,CAMP-007,2025-09-23,18-24,US-West,Mobile,/contact
CLK-001139,CAMP-007,2025-07-23,55+,APAC,Tablet,/features
CLK-001121,CAMP-007,2025-07-09,55+,Other,Desktop,/product
CLK-004809,CAMP-036,2025-09-07,35-44,US-Central,Tablet,/webinar
CLK-000568,CAMP-007,2025-07-29,45-54,Other,Mobile,/pricing
CLK-004654,CAMP-034,2025-09-02,45-54,US-Central,Mobile,/product
CLK-000166,CAMP-007,2025-07-15,55+,Other,Desktop,/free-trial
CLK-001471,CAMP-007,2025-07-10,18-24,UK,Desktop,/demo
