order_id,customer_id,order_date,product_id,quantity,order_total_usd,shipping_method,region
ORD-01534,CUST-01203,2025-06-21,PROD-0116,4,493.12,Standard,Northeast
ORD-01535,CUST-00123,2025-06-22,PROD-0005,1,69.8,Standard,Midwest
ORD-01536,CUST-00203,2025-04-16,PROD-0139,1,27.53,Standard,Southeast
ORD-01537,CUST-01446,2025-05-28,PROD-0036,1,62.43,Express,Northeast
ORD-01538,CUST-01297,2025-04-21,PROD-0002,1,570.18,Freight,Southwest
ORD-01539,CUST-01694,2025-05-03,PROD-0061,5,360.45,Standard,Midwest
ORD-01540,CUST-00624,2025-05-08,PROD-0049,3,441.87,Express,Midwest
ORD-01541,CUST-00648,2025-06-13,PROD-0034,1,24.2,Standard,West Coast
ORD-01542,CUST-00052,2025-05-30,PROD-0029,3,108.96,Standard,Southwest
ORD-01543,CUST-01329,2025-05-24,PROD-0027,2,1004.74,Freight,Southwest
ORD-01544,CUST-01530,2025-04-19,PROD-0121,2,232.74,Standard,Midwest
ORD-01545,CUST-00883,2025-06-13,PROD-0116,1,123.28,Standard,Southeast
ORD-01546,CUST-01300,2025-04-07,PROD-0046,1,2395.06,Standard,Southwest
ORD-01547,CUST-01788,2025-04-28,PROD-0073,2,26.02,Standard,Southeast
ORD-01548,CUST-01088,2025-06-13,PROD-0009,4,23.32,Standard,West Coast
ORD-01549,CUST-01030,2025-06-29,PROD-0174,1,519.64,Freight,Southeast
ORD-01550,CUST-00769,2025-06-28,PROD-0183,1,22.82,Express,Southwest
ORD-01551,CUST-01152,2025-06-09,PROD-0078,3,207.99,Standard,Southwest
ORD-01552,CUST-01080,2025-05-29,PROD-0198,3,482.79,Freight,West Coast
ORD-01553,CUST-00327,2025-04-01,PROD-0072,2,37.68,Standard,West Coast
ORD-01554,CUST-00492,2025-04-12,PROD-0029,1,36.32,Standard,West Coast
ORD-01555,CUST-01682,2025-06-17,PROD-0005,2,139.6,Express,Southeast
ORD-01556,CUST-00490,2025-05-12,PROD-0159,1,50.89,Standard,Midwest
ORD-01557,CUST-00522,2025-06-01,PROD-0105,1,6.72,Express,Northeast
ORD-01558,CUST-00494,2025-04-14,PROD-0036,1,62.43,Express,Northeast
ORD-01559,CUST-00735,2025-04-06,PROD-0162,3,251.64,Freight,Southeast
ORD-01560,CUST-01637,2025-05-15,PROD-0047,1,19.66,Express,Northeast
ORD-01561,CUST-00367,2025-04-07,PROD-0007,1,28.89,Standard,Southeast
ORD-01562,CUST-01603,2025-04-13,PROD-0086,2,219.56,Standard,Southwest
ORD-01563,CUST-01012,2025-05-06,PROD-0014,2,47.82,Express,Northeast
ORD-01564,CUST-00195,2025-04-16,PROD-0141,3,121.68,Express,Southwest
ORD-01565,CUST-01545,2025-06-23,PROD-0126,2,72.0,Express,West Coast
ORD-01566,CUST-01568,2025-05-28,PROD-0071,1,148.45,Express,West Coast
ORD-01567,CUST-00114,2025-05-14,PROD-0055,1,18.56,Standard,Northeast
ORD-01568,CUST-00274,2025-05-01,PROD-0058,1,8.51,Standard,Midwest
ORD-01569,CUST-00985,2025-05-16,PROD-0093,1,7.05,Standard,Southeast
ORD-01570,CUST-00353,2025-04-02,PROD-0140,1,36.42,Freight,West Coast
ORD-01571,CUST-01258,2025-05-24,PROD-0150,2,925.46,Freight,Midwest
ORD-01572,CUST-00843,2025-04-11,PROD-0071,1,148.45,Express,Southeast
ORD-01573,CUST-00363,2025-06-15,PROD-0087,1,32.93,Standard,Southwest
ORD-01574,CUST-00124,2025-04-17,PROD-0075,1,8.87,Standard,Southwest
ORD-01575,CUST-01747,2025-06-03,PROD-0085,1,131.72,Standard,Northeast
ORD-01576,CUST-01744,2025-04-14,PROD-0178,2,246.64,Standard,Midwest
ORD-01577,CUST-00490,2025-05-24,PROD-0052,2,88.74,Express,Southwest
ORD-01578,CUST-01639,2025-04-07,PROD-0166,2,292.44,Express,Northeast
ORD-01579,CUST-01245,2025-04-02,PROD-0192,2,935.52,Standard,Northeast
ORD-01580,CUST-01063,2025-06-29,PROD-0140,1,36.42,Standard,Northeast
ORD-01581,CUST-00858,2025-04-19,PROD-0184,1,127.29,Standard,Midwest
ORD-01582,CUST-00038,2025-05-04,PROD-0088,1,12.9,Standard,West Coast
ORD-01583,CUST-01375,2025-04-19,PROD-0181,1,18.24,Standard,Southwest
ORD-01584,CUST-00848,2025-06-21,PROD-0144,2,3807.72,Freight,Southeast
ORD-01585,CUST-00515,2025-04-12,PROD-0196,3,325.92,Standard,West Coast
ORD-01586,CUST-01437,2025-05-25,PROD-0166,4,584.88,Standard,Southwest
ORD-01587,CUST-01394,2025-06-28,PROD-0069,1,53.54,Express,Midwest
ORD-01588,CUST-00586,2025-05-19,PROD-0126,1,36.0,Standard,Northeast
ORD-01589,CUST-01798,2025-05-13,PROD-0175,1,126.26,Freight,Southeast
ORD-01590,CUST-01330,2025-05-18,PROD-0064,1,86.09,Standard,Northeast
ORD-01591,CUST-01468,2025-06-15,PROD-0143,1,124.73,Express,Midwest
ORD-01592,CUST-01324,2025-06-18,PROD-0107,1,73.99,Express,Midwest
ORD-01593,CUST-01671,2025-06-23,PROD-0047,1,19.66,Standard,Southwest
ORD-01594,CUST-01096,2025-04-09,PROD-0059,1,8.8,Standard,Midwest
ORD-01595,CUST-00969,2025-04-27,PROD-0194,1,44.0,Standard,Southwest
ORD-01596,CUST-01724,2025-05-26,PROD-0191,5,130.1,Standard,Southwest
ORD-01597,CUST-01717,2025-04-20,PROD-0100,2,136.54,Express,Southwest
ORD-01598,CUST-01376,2025-04-29,PROD-0021,1,96.8,Standard,Southeast
ORD-01599,CUST-01265,2025-05-21,PROD-0142,1,42.11,Express,Southeast
ORD-01600,CUST-00989,2025-06-24,PROD-0169,2,258.7,Express,Northeast
ORD-01601,CUST-00689,2025-04-24,PROD-0063,5,103.85,Express,West Coast
ORD-01602,CUST-00290,2025-05-09,PROD-0138,1,24.76,Standard,Midwest
ORD-01603,CUST-00128,2025-06-09,PROD-0169,4,517.4,Standard,Southwest
ORD-01604,CUST-00501,2025-05-24,PROD-0101,1,46.98,Standard,Midwest
ORD-01605,CUST-01124,2025-04-12,PROD-0012,1,63.15,Express,West Coast
ORD-01606,CUST-01145,2025-05-22,PROD-0161,2,24.32,Standard,West Coast
ORD-01607,CUST-01800,2025-04-23,PROD-0154,2,4151.3,Freight,Southeast
ORD-01608,CUST-01454,2025-04-14,PROD-0195,1,98.23,Express,Southeast
ORD-01609,CUST-01313,2025-05-23,PROD-0067,4,118.28,Freight,Midwest
ORD-01610,CUST-00728,2025-04-07,PROD-0086,1,109.78,Standard,Southwest
ORD-01611,CUST-00634,2025-05-30,PROD-0097,2,12.8,Standard,Midwest
ORD-01612,CUST-00674,2025-06-20,PROD-0197,3,189.36,Express,Midwest
ORD-01613,CUST-01335,2025-04-22,PROD-0195,3,294.69,Standard,Southwest
ORD-01614,CUST-00927,2025-04-28,PROD-0001,4,81.28,Standard,Southeast
ORD-01615,CUST-00939,2025-06-08,PROD-0195,2,196.46,Freight,Midwest
ORD-01616,CUST-01505,2025-05-10,PROD-0015,3,17.13,Standard,Northeast
ORD-01617,CUST-01589,2025-04-22,PROD-0109,1,17.94,Express,Midwest
ORD-01618,CUST-00714,2025-06-26,PROD-0075,1,8.87,Standard,Southwest
ORD-01619,CUST-00932,2025-04-22,PROD-0072,1,18.84,Express,Southwest
ORD-01620,CUST-01448,2025-06-26,PROD-0152,1,45.48,Express,Northeast
ORD-01621,CUST-00585,2025-06-05,PROD-0018,2,66.78,Standard,Southeast
ORD-01622,CUST-00071,2025-06-09,PROD-0111,2,38.16,Express,Southeast
ORD-01623,CUST-00034,2025-04-26,PROD-0131,2,20.22,Standard,Southwest
ORD-01624,CUST-00508,2025-05-12,PROD-0098,4,62.88,Express,Southeast
ORD-01625,CUST-00497,2025-04-07,PROD-0046,2,4790.12,Standard,Southeast
ORD-01626,CUST-00889,2025-04-23,PROD-0069,1,53.54,Standard,Midwest
ORD-01627,CUST-01510,2025-06-10,PROD-0119,1,35.14,Express,Northeast
ORD-01628,CUST-00730,2025-05-10,PROD-0098,2,31.44,Standard,West Coast
ORD-01629,CUST-01094,2025-04-20,PROD-0183,1,22.82,Express,Southwest
ORD-01630,CUST-01029,2025-06-14,PROD-0011,1,84.51,Standard,Midwest
ORD-01631,CUST-01552,2025-05-27,PROD-0003,3,371.04,Express,West Coast
ORD-01632,CUST-00389,2025-06-27,PROD-0045,2,54.1,Standard,Northeast
ORD-01633,CUST-01053,2025-05-08,PROD-0067,1,29.57,Standard,Midwest
ORD-01634,CUST-00853,2025-06-11,PROD-0157,1,26.93,Express,West Coast
ORD-01635,CUST-00212,2025-05-29,PROD-0005,4,279.2,Express,Southeast
ORD-01636,CUST-01540,2025-04-28,PROD-0165,3,353.25,Standard,West Coast
ORD-01637,CUST-00958,2025-04-27,PROD-0056,1,91.44,Standard,Midwest
ORD-01638,CUST-00687,2025-06-05,PROD-0146,3,98.16,Express,Southeast
ORD-01639,CUST-00749,2025-05-06,PROD-0179,1,22.09,Freight,West Coast
ORD-01640,CUST-00472,2025-05-22,PROD-0141,1,40.56,Standard,Southeast
ORD-01641,CUST-00052,2025-05-12,PROD-0068,1,22.56,Express,West Coast
ORD-01642,CUST-00092,2025-06-08,PROD-0162,1,83.88,Standard,Southwest
ORD-01643,CUST-00541,2025-06-28,PROD-0125,1,74.94,Express,Midwest
ORD-01644,CUST-01700,2025-06-07,PROD-0047,3,58.98,Express,Northeast
ORD-01645,CUST-00432,2025-04-17,PROD-0169,1,129.35,Standard,Northeast
ORD-01646,CUST-00943,2025-05-31,PROD-0044,2,799.48,Freight,Northeast
ORD-01647,CUST-01689,2025-06-24,PROD-0006,5,83.25,Express,Southeast
ORD-01648,CUST-00551,2025-05-20,PROD-0145,2,226.44,Freight,Midwest
ORD-01649,CUST-00802,2025-04-08,PROD-0083,3,174.57,Express,Southwest
ORD-01650,CUST-00664,2025-06-21,PROD-0017,1,123.55,Standard,Southeast
ORD-01651,CUST-01358,2025-05-03,PROD-0006,2,33.3,Freight,Southeast
ORD-01652,CUST-00429,2025-05-01,PROD-0131,4,40.44,Standard,Southeast
ORD-01653,CUST-01449,2025-06-20,PROD-0120,3,124.62,Express,Midwest
ORD-01654,CUST-01380,2025-06-30,PROD-0107,2,147.98,Standard,Northeast
ORD-01655,CUST-00990,2025-04-02,PROD-0001,1,20.32,Standard,Midwest
ORD-01656,CUST-01479,2025-04-12,PROD-0007,1,28.89,Standard,Northeast
ORD-01657,CUST-01261,2025-04-26,PROD-0092,4,34.08,Standard,Southwest
ORD-01658,CUST-01027,2025-06-13,PROD-0187,1,40.95,Standard,Midwest
ORD-01659,CUST-01354,2025-04-16,PROD-0121,2,232.74,Standard,West Coast
ORD-01660,CUST-00670,2025-06-08,PROD-0144,1,1903.86,Freight,Southwest
ORD-01661,CUST-01141,2025-06-23,PROD-0185,1,25.72,Standard,Midwest
ORD-01662,CUST-00075,2025-05-14,PROD-0158,2,48.0,Standard,West Coast
ORD-01663,CUST-00231,2025-04-14,PROD-0175,1,126.26,Freight,Northeast
ORD-01664,CUST-01250,2025-04-21,PROD-0120,1,41.54,Standard,Midwest
ORD-01665,CUST-00927,2025-06-09,PROD-0173,3,110.46,Freight,Midwest
ORD-01666,CUST-00462,2025-05-24,PROD-0176,2,53.24,Freight,West Coast
ORD-01667,CUST-00953,2025-04-05,PROD-0007,3,86.67,Standard,West Coast
ORD-01668,CUST-00846,2025-05-12,PROD-0131,3,30.33,Express,Northeast
ORD-01669,CUST-00473,2025-06-07,PROD-0031,3,108.99,Standard,Southwest
ORD-01670,CUST-00421,2025-06-02,PROD-0055,1,18.56,Standard,Northeast
ORD-01671,CUST-01558,2025-06-14,PROD-0111,1,19.08,Freight,Northeast
ORD-01672,CUST-01796,2025-06-22,PROD-0184,2,254.58,Standard,Midwest
ORD-01673,CUST-00959,2025-04-29,PROD-0160,2,74.54,Standard,Northeast
ORD-01674,CUST-00752,2025-06-13,PROD-0184,1,127.29,Standard,West Coast
ORD-01675,CUST-00744,2025-06-04,PROD-0018,1,33.39,Standard,Midwest
ORD-01676,CUST-01514,2025-06-28,PROD-0157,1,26.93,Standard,Southeast
ORD-01677,CUST-01542,2025-06-28,PROD-0056,2,182.88,Standard,Northeast
ORD-01678,CUST-01736,2025-05-09,PROD-0019,1,76.43,Standard,Southeast
ORD-01679,CUST-01321,2025-05-10,PROD-0183,1,22.82,Express,Northeast
ORD-01680,CUST-00470,2025-05-16,PROD-0027,1,502.37,Freight,Southeast
ORD-01681,CUST-00084,2025-06-07,PROD-0118,1,125.5,Standard,West Coast
ORD-01682,CUST-01765,2025-06-27,PROD-0070,1,414.62,Freight,West Coast
ORD-01683,CUST-00297,2025-05-30,PROD-0024,3,264.78,Standard,Northeast
ORD-01684,CUST-01658,2025-06-20,PROD-0027,6,3014.22,Freight,Southeast
ORD-01685,CUST-00481,2025-05-27,PROD-0162,1,83.88,Express,Northeast
ORD-01686,CUST-01419,2025-06-17,PROD-0009,1,5.83,Standard,Northeast
ORD-01687,CUST-00206,2025-05-23,PROD-0011,3,253.53,Standard,Northeast
ORD-01688,CUST-00828,2025-06-16,PROD-0191,1,26.02,Express,Midwest
ORD-01689,CUST-00793,2025-04-27,PROD-0103,1,43.4,Freight,West Coast
ORD-01690,CUST-00090,2025-05-21,PROD-0039,3,357.39,Express,Midwest
ORD-01691,CUST-01260,2025-04-14,PROD-0130,1,100.96,Standard,Northeast
ORD-01692,CUST-00622,2025-04-02,PROD-0036,2,124.86,Standard,Southeast
ORD-01693,CUST-01409,2025-06-07,PROD-0125,4,299.76,Standard,Midwest
ORD-01694,CUST-00365,2025-04-17,PROD-0074,2,150.2,Express,West Coast
ORD-01695,CUST-00671,2025-04-23,PROD-0058,5,42.55,Standard,Northeast
ORD-01696,CUST-00668,2025-06-01,PROD-0098,1,15.72,Express,Northeast
ORD-01697,CUST-01257,2025-05-31,PROD-0092,4,34.08,Standard,Southwest
ORD-01698,CUST-00701,2025-05-14,PROD-0060,2,130.6,Standard,Southeast
ORD-01699,CUST-01701,2025-04-01,PROD-0074,2,150.2,Standard,Northeast
ORD-01700,CUST-00192,2025-04-26,PROD-0128,1,221.72,Freight,Midwest
ORD-01701,CUST-00308,2025-05-31,PROD-0198,5,804.65,Standard,Southwest
ORD-01702,CUST-00274,2025-06-09,PROD-0022,1,46.66,Standard,Midwest
ORD-01703,CUST-00285,2025-04-25,PROD-0026,3,52.14,Express,Southeast
ORD-01704,CUST-00133,2025-04-19,PROD-0118,1,125.5,Express,West Coast
ORD-01705,CUST-00806,2025-06-29,PROD-0098,1,15.72,Express,Southeast
ORD-01706,CUST-01227,2025-04-09,PROD-0024,2,176.52,Standard,West Coast
ORD-01707,CUST-01737,2025-05-20,PROD-0169,2,258.7,Standard,Southeast
ORD-01708,CUST-01470,2025-04-02,PROD-0145,1,113.22,Freight,Midwest
ORD-01709,CUST-00081,2025-05-26,PROD-0060,3,195.9,Freight,Southwest
ORD-01710,CUST-01315,2025-05-13,PROD-0071,1,148.45,Standard,Southwest
ORD-01711,CUST-00920,2025-04-14,PROD-0123,2,242.98,Freight,Southwest
ORD-01712,CUST-01110,2025-04-19,PROD-0160,1,37.27,Standard,West Coast
ORD-01713,CUST-00552,2025-05-20,PROD-0175,1,126.26,Standard,Midwest
ORD-01714,CUST-01512,2025-04-23,PROD-0098,1,15.72,Standard,Northeast
ORD-01715,CUST-01117,2025-06-19,PROD-0041,1,904.85,Standard,Midwest
ORD-01716,CUST-00374,2025-06-25,PROD-0195,2,196.46,Express,West Coast
ORD-01717,CUST-01056,2025-06-13,PROD-0007,1,28.89,Express,Southwest
ORD-01718,CUST-00463,2025-05-24,PROD-0026,1,17.38,Express,Northeast
ORD-01719,CUST-00697,2025-04-02,PROD-0173,2,73.64,Express,Southeast
ORD-01720,CUST-01100,2025-06-19,PROD-0114,2,213.1,Standard,Midwest
ORD-01721,CUST-01234,2025-06-15,PROD-0163,4,751.04,Freight,West Coast
ORD-01722,CUST-00852,2025-04-10,PROD-0075,1,8.87,Standard,Southeast
ORD-01723,CUST-01098,2025-04-08,PROD-0172,1,30.42,Freight,Northeast
ORD-01724,CUST-00017,2025-05-31,PROD-0069,3,160.62,Standard,Southeast
ORD-01725,CUST-00455,2025-06-21,PROD-0026,1,17.38,Standard,Midwest
ORD-01726,CUST-00510,2025-04-28,PROD-0121,1,116.37,Freight,Northeast
ORD-01727,CUST-01155,2025-06-23,PROD-0078,4,277.32,Standard,West Coast
ORD-01728,CUST-01759,2025-05-04,PROD-0043,5,229.0,Freight,West Coast
ORD-01729,CUST-01341,2025-05-04,PROD-0131,3,30.33,Express,Southwest
ORD-01730,CUST-01152,2025-06-01,PROD-0045,1,27.05,Standard,West Coast
ORD-01731,CUST-00991,2025-04-15,PROD-0030,3,41.49,Standard,Midwest
ORD-01732,CUST-01601,2025-04-23,PROD-0060,3,195.9,Freight,Northeast
ORD-01733,CUST-00150,2025-05-02,PROD-0171,2,91.66,Standard,West Coast
ORD-01734,CUST-00637,2025-06-24,PROD-0074,2,150.2,Express,Southeast
ORD-01735,CUST-00200,2025-05-06,PROD-0038,1,162.76,Freight,Southeast
ORD-01736,CUST-01381,2025-04-22,PROD-0143,3,374.19,Freight,Southeast
ORD-01737,CUST-00427,2025-05-31,PROD-0185,1,25.72,Express,Midwest
ORD-01738,CUST-00839,2025-06-03,PROD-0110,1,39.78,Express,Southwest
ORD-01739,CUST-01442,2025-04-16,PROD-0141,2,81.12,Standard,Southeast
ORD-01740,CUST-01408,2025-06-07,PROD-0061,3,216.27,Standard,Midwest
ORD-01741,CUST-01791,2025-05-31,PROD-0192,1,467.76,Freight,West Coast
ORD-01742,CUST-01191,2025-04-06,PROD-0036,1,62.43,Express,Southwest
ORD-01743,CUST-00609,2025-06-11,PROD-0009,3,17.49,Standard,Northeast
ORD-01744,CUST-00061,2025-05-18,PROD-0191,1,26.02,Freight,Midwest
ORD-01745,CUST-01459,2025-05-12,PROD-0161,1,12.16,Express,Southwest
ORD-01746,CUST-01524,2025-06-19,PROD-0056,2,182.88,Standard,Midwest
ORD-01747,CUST-01138,2025-05-17,PROD-0055,1,18.56,Express,West Coast
ORD-01748,CUST-00233,2025-04-24,PROD-0176,2,53.24,Standard,Southwest
ORD-01749,CUST-00908,2025-04-05,PROD-0125,2,149.88,Standard,Northeast
ORD-01750,CUST-00638,2025-06-18,PROD-0128,3,665.16,Freight,West Coast
ORD-01751,CUST-00479,2025-04-05,PROD-0104,2,94.62,Standard,Northeast
ORD-01752,CUST-00646,2025-06-29,PROD-0125,1,74.94,Standard,Northeast
ORD-01753,CUST-00082,2025-04-18,PROD-0132,2,107.78,Standard,Southwest
ORD-01754,CUST-01464,2025-05-03,PROD-0016,1,33.74,Express,Southwest
ORD-01755,CUST-01078,2025-04-29,PROD-0178,1,123.32,Express,West Coast
ORD-01756,CUST-00951,2025-04-17,PROD-0015,2,11.42,Standard,West Coast
ORD-01757,CUST-01602,2025-05-04,PROD-0156,4,2141.56,Freight,Midwest
ORD-01758,CUST-00313,2025-04-18,PROD-0045,2,54.1,Standard,West Coast
ORD-01759,CUST-01140,2025-05-01,PROD-0127,1,20.49,Standard,Midwest
ORD-01760,CUST-00822,2025-05-04,PROD-0034,1,24.2,Freight,Northeast
ORD-01761,CUST-01264,2025-04-05,PROD-0083,1,58.19,Express,Southeast
ORD-01762,CUST-01064,2025-04-12,PROD-0147,1,509.4,Freight,Southeast
ORD-01763,CUST-00075,2025-04-09,PROD-0011,2,169.02,Standard,Southeast
ORD-01764,CUST-00195,2025-06-02,PROD-0132,1,53.89,Standard,West Coast
ORD-01765,CUST-01316,2025-05-19,PROD-0152,2,90.96,Express,Northeast
ORD-01766,CUST-00194,2025-04-21,PROD-0193,4,1360.28,Standard,Midwest
ORD-01767,CUST-00956,2025-06-18,PROD-0086,3,329.34,Standard,West Coast
ORD-01768,CUST-00946,2025-04-10,PROD-0015,4,22.84,Standard,West Coast
ORD-01769,CUST-00452,2025-04-17,PROD-0083,3,174.57,Standard,Southwest
ORD-01770,CUST-01106,2025-05-27,PROD-0034,1,24.2,Standard,Northeast
ORD-01771,CUST-01113,2025-06-21,PROD-0092,1,8.52,Express,Southwest
ORD-01772,CUST-01762,2025-06-06,PROD-0143,1,124.73,Standard,Midwest
ORD-01773,CUST-00715,2025-05-31,PROD-0111,5,95.4,Standard,Northeast
ORD-01774,CUST-00511,2025-05-11,PROD-0043,1,45.8,Standard,West Coast
ORD-01775,CUST-01456,2025-06-05,PROD-0179,2,44.18,Express,Southeast
ORD-01776,CUST-00388,2025-06-07,PROD-0185,3,77.16,Standard,Northeast
ORD-01777,CUST-01576,2025-05-20,PROD-0145,2,226.44,Standard,Southwest
ORD-01778,CUST-01120,2025-04-08,PROD-0093,3,21.15,Express,Southeast
ORD-01779,CUST-01414,2025-04-28,PROD-0048,2,183.1,Freight,West Coast
ORD-01780,CUST-01056,2025-06-21,PROD-0182,2,68.7,Standard,Midwest
ORD-01781,CUST-00185,2025-06-30,PROD-0185,5,128.6,Express,Midwest
ORD-01782,CUST-01369,2025-04-26,PROD-0004,1,2370.29,Freight,Northeast
ORD-01783,CUST-01200,2025-05-20,PROD-0067,1,29.57,Freight,Southwest
ORD-01784,CUST-00185,2025-04-24,PROD-0113,2,64.56,Standard,Midwest
ORD-01785,CUST-01246,2025-05-17,PROD-0037,3,4309.02,Freight,Southwest
ORD-01786,CUST-00254,2025-05-11,PROD-0041,1,904.85,Standard,Southwest
ORD-01787,CUST-00361,2025-06-25,PROD-0006,3,49.95,Standard,Midwest
ORD-01788,CUST-00266,2025-05-10,PROD-0130,3,302.88,Standard,Midwest
ORD-01789,CUST-00286,2025-05-15,PROD-0012,3,189.45,Standard,Southwest
ORD-01790,CUST-00742,2025-06-04,PROD-0078,1,69.33,Express,Southwest
ORD-01791,CUST-00234,2025-04-08,PROD-0047,3,58.98,Standard,Southeast
ORD-01792,CUST-01175,2025-06-10,PROD-0036,1,62.43,Freight,West Coast
ORD-01793,CUST-01437,2025-06-30,PROD-0187,2,81.9,Express,West Coast
ORD-01794,CUST-00177,2025-06-07,PROD-0195,3,294.69,Express,Southeast
ORD-01795,CUST-01547,2025-04-03,PROD-0143,2,249.46,Express,West Coast
ORD-01796,CUST-00320,2025-04-28,PROD-0064,2,172.18,Freight,Southeast
ORD-01797,CUST-00432,2025-05-31,PROD-0125,1,74.94,Standard,Northeast
ORD-01798,CUST-00225,2025-06-02,PROD-0194,2,88.0,Standard,Northeast
ORD-01799,CUST-01486,2025-04-27,PROD-0176,1,26.62,Standard,Northeast
ORD-01800,CUST-00425,2025-04-17,PROD-0031,2,72.66,Standard,West Coast
ORD-01801,CUST-00643,2025-04-26,PROD-0180,3,207.0,Standard,Midwest
ORD-01802,CUST-01096,2025-06-28,PROD-0036,1,62.43,Standard,Southwest
ORD-01803,CUST-00388,2025-05-08,PROD-0173,2,73.64,Standard,Midwest
ORD-01804,CUST-00149,2025-06-05,PROD-0076,1,1143.38,Freight,Southeast
ORD-01805,CUST-00394,2025-05-28,PROD-0018,4,133.56,Standard,Midwest
ORD-01806,CUST-00600,2025-04-29,PROD-0176,2,53.24,Standard,Southwest
ORD-01807,CUST-00453,2025-04-10,PROD-0012,1,63.15,Standard,Northeast
ORD-01808,CUST-01280,2025-06-05,PROD-0032,2,43.58,Standard,West Coast
ORD-01809,CUST-00142,2025-06-03,PROD-0090,1,60.34,Standard,Southwest
ORD-01810,CUST-00255,2025-04-30,PROD-0110,1,39.78,Express,West Coast
ORD-01811,CUST-01357,2025-06-01,PROD-0161,1,12.16,Standard,Southeast
ORD-01812,CUST-00456,2025-06-13,PROD-0138,1,24.76,Freight,Southwest
ORD-01813,CUST-01222,2025-04-16,PROD-0035,4,79.32,Express,Northeast
ORD-01814,CUST-01495,2025-05-14,PROD-0139,1,27.53,Standard,Midwest
ORD-01815,CUST-01557,2025-04-03,PROD-0110,1,39.78,Express,Midwest
ORD-01816,CUST-01761,2025-05-13,PROD-0195,1,98.23,Standard,Midwest
ORD-01817,CUST-00543,2025-04-28,PROD-0074,1,75.1,Express,Southeast
ORD-01818,CUST-01317,2025-06-13,PROD-0182,2,68.7,Standard,Southwest
ORD-01819,CUST-01242,2025-04-27,PROD-0087,2,65.86,Express,Southeast
ORD-01820,CUST-00218,2025-04-25,PROD-0056,3,274.32,Freight,Midwest
ORD-01821,CUST-00719,2025-05-02,PROD-0052,1,44.37,Freight,Southwest
ORD-01822,CUST-01682,2025-04-07,PROD-0113,1,32.28,Standard,Southwest
ORD-01823,CUST-01074,2025-05-20,PROD-0020,1,70.54,Standard,Southeast
ORD-01824,CUST-00857,2025-04-15,PROD-0059,1,8.8,Standard,Southwest
ORD-01825,CUST-00771,2025-05-22,PROD-0061,3,216.27,Freight,Southeast
ORD-01826,CUST-00760,2025-05-19,PROD-0116,1,123.28,Standard,Southeast
ORD-01827,CUST-00790,2025-05-31,PROD-0098,1,15.72,Standard,Southeast
ORD-01828,CUST-01263,2025-06-28,PROD-0001,5,101.6,Standard,Northeast
ORD-01829,CUST-01637,2025-05-20,PROD-0190,2,12.0,Freight,Northeast
ORD-01830,CUST-00959,2025-05-21,PROD-0025,1,188.02,Freight,Southeast
ORD-01831,CUST-00084,2025-04-16,PROD-0135,2,84.56,Express,Northeast
ORD-01832,CUST-01079,2025-04-13,PROD-0051,1,129.3,Standard,Southwest
ORD-01833,CUST-00168,2025-04-28,PROD-0040,1,105.57,Express,Midwest
ORD-01834,CUST-00163,2025-06-30,PROD-0171,1,45.83,Standard,Northeast
ORD-01835,CUST-00624,2025-05-01,PROD-0048,4,366.2,Freight,West Coast
ORD-01836,CUST-01112,2025-04-03,PROD-0087,1,32.93,Standard,West Coast
ORD-01837,CUST-00048,2025-06-04,PROD-0078,2,138.66,Standard,West Coast
ORD-01838,CUST-01044,2025-04-07,PROD-0160,2,74.54,Standard,Northeast
ORD-01839,CUST-00798,2025-05-14,PROD-0189,1,242.98,Standard,West Coast
ORD-01840,CUST-01079,2025-04-16,PROD-0009,1,5.83,Standard,Midwest
ORD-01841,CUST-01280,2025-05-19,PROD-0005,4,279.2,Express,West Coast
ORD-01842,CUST-00295,2025-04-05,PROD-0083,1,58.19,Freight,Northeast
ORD-01843,CUST-01001,2025-06-12,PROD-0166,1,146.22,Standard,Midwest
ORD-01844,CUST-00573,2025-06-29,PROD-0162,1,83.88,Standard,Midwest
ORD-01845,CUST-01693,2025-06-28,PROD-0063,3,62.31,Standard,Southwest
ORD-01846,CUST-01454,2025-04-16,PROD-0152,1,45.48,Standard,Northeast
ORD-01847,CUST-00470,2025-04-04,PROD-0118,1,125.5,Express,Southwest
ORD-01848,CUST-00850,2025-04-21,PROD-0074,1,75.1,Standard,Midwest
ORD-01849,CUST-01448,2025-06-13,PROD-0192,2,935.52,Freight,Southeast
ORD-01850,CUST-01058,2025-06-06,PROD-0026,2,34.76,Standard,Midwest
ORD-01851,CUST-01063,2025-06-07,PROD-0192,1,467.76,Freight,Southwest
ORD-01852,CUST-00478,2025-06-10,PROD-0014,3,71.73,Express,Midwest
ORD-01853,CUST-01704,2025-06-08,PROD-0067,1,29.57,Express,Midwest
ORD-01854,CUST-01644,2025-05-10,PROD-0129,2,78.42,Standard,Southwest
ORD-01855,CUST-01375,2025-06-01,PROD-0157,5,134.65,Standard,West Coast
ORD-01856,CUST-00711,2025-04-28,PROD-0125,1,74.94,Express,Midwest
ORD-01857,CUST-00611,2025-06-12,PROD-0113,2,64.56,Express,Midwest
ORD-01858,CUST-01566,2025-04-22,PROD-0138,1,24.76,Standard,West Coast
ORD-01859,CUST-01760,2025-06-14,PROD-0069,1,53.54,Standard,Southeast
